"","Factor 1","Factor 2","Factor 3","Factor 4"
"CLEC4M",6.39193103779689e-06,1.24019697977928e-05,-1.41381551657105e-05,-4.30166039677715e-07
"CYP4A11",2.73031105280097e-06,1.95746861209045e-06,4.80065955343889e-06,4.37443532064208e-06
"SPRYD5",-6.19846423433046e-06,-1.20778204291128e-05,-3.23548033520638e-06,4.30118552685599e-06
"COL4A4",-1.29034606288769e-05,-1.55360976350494e-05,-5.22378650202882e-06,8.22380752651952e-06
"BCLAF1",4.43665157945361e-06,1.29664713313105e-05,3.10156679006468e-06,-6.46168427920202e-06
"PCDH11Y",4.61469426227268e-06,7.25147629054845e-07,-1.58876409841469e-05,-4.7850421651674e-06
"CHGB",2.74937428912381e-06,9.40990503295325e-06,-4.49961544291e-06,-3.74364685740147e-06
"NELL1",-4.54031169283553e-06,1.57578529069724e-06,-2.65727021542261e-06,6.32081537332851e-06
"HHIPL2",-5.92155038248166e-06,-5.92980131841614e-06,-2.72359488917573e-06,-3.65666983270785e-06
"LOC653544",-6.1691180235357e-06,-1.06796351246885e-05,-4.16684770243592e-06,-3.89797378375079e-06
"RGPD5",-5.95467554376228e-06,-1.32036348077236e-05,-3.34245987687609e-06,2.18945820051886e-06
"CENPF",-3.63191361429926e-06,-8.16761985333869e-06,4.52773565484677e-06,-1.00895169907744e-06
"PRDM15",-4.26318274548976e-06,1.19342121251975e-05,2.29358556680381e-06,-3.09054280478449e-06
"WWC3",5.54189637114177e-06,-1.04998589449679e-05,7.34495824872283e-06,5.5712253015372e-06
"CSMD3",9.45574720390141e-06,-1.04079836091842e-05,-6.07934998697601e-06,-2.42972964770161e-06
"NEU2",6.39514519207296e-06,-5.89157889407943e-06,-5.0557237045723e-06,-7.19065474186209e-06
"ARMC3",2.25459814373608e-07,4.73911495646462e-06,-3.2478645152878e-05,-1.19777803320176e-06
"COL11A2",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"ZNF41",-6.70817780701327e-06,-1.72630564065912e-07,-5.61360729989246e-06,1.72310519701568e-05
"VPS8",3.84485929316725e-06,-6.27595500191092e-06,1.16862213417335e-06,-2.69855695478327e-06
"CILP2",-1.0229447070742e-05,-2.80644803751784e-06,-6.4478226704523e-06,5.66365315535222e-07
"SIGLEC6",-1.6006089936127e-05,-2.3018297724775e-05,1.70672365129576e-08,-7.43605278330506e-06
"TLR2",-1.17878580567776e-05,-5.94679204368731e-06,-2.46905557332866e-07,-6.21611798123922e-06
"PRB2",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"PIKFYVE",-8.56123097037198e-06,-1.1467942613308e-06,-1.08411250039353e-05,1.5518990039709e-06
"KMT2D",1.14901047254534e-06,2.45559476752533e-05,1.44325804285472e-05,-4.09812901125406e-06
"BRCA2",3.23240982424977e-07,3.53426548826974e-05,5.42391171620693e-06,9.19862668524729e-06
"DLG5",8.06259231467266e-06,-1.62664505864996e-07,-2.06532590141251e-07,-2.3217407942866e-06
"AOX1",1.30086903027404e-06,-7.9099982031039e-06,9.98186806100421e-06,-2.07493712878204e-06
"DDX26B",-3.60335434379522e-06,-5.98041833654861e-06,-1.98798693418212e-06,8.25674396764953e-06
"SH3RF2",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"SLC5A4",-1.31662727653747e-05,-2.01203820324736e-05,-1.0344913789595e-05,4.05286812110717e-07
"PAPPA2",-3.81234804081032e-06,-2.54963595125446e-07,1.90541886695428e-05,-5.43923128759616e-08
"OR2T4",6.31812463325332e-06,1.17796025733696e-06,-1.73374282894656e-05,6.76783474773401e-06
"KIF4B",1.27943883398984e-06,2.75733577836945e-06,1.35667607992218e-06,4.55791359854629e-06
"CCDC60",-3.7566899209196e-06,-1.58623042807449e-05,6.26146038484876e-06,1.73806756720296e-06
"ADNP2",-1.0517159353185e-05,1.35260540901072e-06,-2.26391557589523e-06,1.51714311869e-06
"IRS1",3.08654603031755e-06,-9.54322149482323e-06,-1.21941968700412e-06,-3.67785037269641e-06
"ADAMTS20",-3.5109412692691e-06,-1.82975418283604e-05,7.54320626583649e-06,1.69249926784687e-06
"PLCL1",7.84705491696513e-08,1.88492776942439e-05,9.54800043473369e-07,-3.30929174197081e-06
"PALM2.AKAP2",1.66112397437246e-06,1.30490279843798e-05,5.65993445889035e-07,3.92967922380194e-06
"PCDH9",2.83762074104743e-06,-1.97360827769444e-06,2.36224650507211e-06,-3.44090926773788e-06
"ATP1A2",-8.35503942653304e-06,7.07778781361412e-06,-4.28901557825156e-06,4.95549875267898e-06
"TLR6",-6.33847093922668e-06,2.85284477286041e-05,-2.53800726568443e-06,8.34887032397091e-06
"DVL2",-5.99274790147319e-06,4.507543053478e-06,-2.17223896470387e-06,3.84896929972456e-06
"CFHR4",1.51134554471355e-06,-1.18280354399758e-06,3.89348679163959e-06,-3.24229745274351e-06
"C15orf2",-5.49544893146958e-06,9.20352886168985e-06,1.34360550418933e-06,-3.65265077562071e-06
"KIAA1210",-4.85828195451177e-06,9.10352412120119e-07,-1.13150272227358e-05,3.72296790374094e-06
"RET",-1.29739337353385e-05,-3.43922829415533e-06,4.26911628892412e-06,8.99126916920068e-06
"GABRB2",-1.68637579918141e-05,-1.91239123523701e-05,5.20981984664104e-06,1.93721803043445e-06
"RAB11FIP5",-3.2450743674417e-06,-1.8698388885241e-05,-2.75669685834146e-06,8.68137522047618e-06
"ITIH5L",-4.85828195451177e-06,9.10352412120119e-07,-1.13150272227358e-05,3.72296790374094e-06
"ALPP",3.26601934830251e-06,-7.04097146808635e-06,9.35155640036101e-06,8.18571606941987e-06
"SALL3",-1.8448783976055e-06,-1.28924830278265e-05,-3.29298973156256e-06,8.4311778891788e-07
"SERPINA3",-3.63353956345236e-06,-3.07425693790719e-06,-3.58870806849154e-06,-4.77652019981178e-06
"F8",-2.07312823476968e-05,-4.8852803047339e-06,8.49041441597365e-07,1.36149319587275e-05
"TXNDC3",-6.00401199335465e-06,-9.18085515877465e-06,-2.94868732453324e-06,-3.43788406098611e-06
"TEP1",-9.24093183130026e-06,-4.39874111179961e-06,3.19699523743111e-07,-8.05913896329002e-06
"CDH4",-7.12572182237636e-06,1.99418241209059e-06,4.60038063465618e-06,-1.53641849465203e-06
"ZMYM3",-4.166711732978e-06,-2.69709380518179e-06,-9.70785094978055e-06,7.70341284805909e-06
"GRM4",-1.5557236110908e-05,-8.22000401967671e-06,-1.37563738462632e-05,-6.00113821747073e-07
"ZCCHC12",2.62586831922818e-06,2.41967773035867e-05,-3.12555202981457e-05,7.15937585482607e-06
"MAX",6.53902452540933e-06,2.73987334367121e-05,-1.39997355290689e-05,3.68330120181781e-06
"C9orf131",-5.27041675013606e-06,-9.37691038416233e-06,-8.31877696327865e-06,-4.41241218140931e-06
"MCTP2",4.9830573516374e-06,-9.50750836636871e-06,2.48169744736515e-05,7.80344726081239e-06
"PSPH",-1.03948150353972e-05,-8.0574345702189e-06,-2.04864882107358e-05,-1.1642488061625e-05
"EPHA3",1.9737826733035e-05,-2.27444306801772e-05,-6.71067900839262e-05,-5.21099900652189e-06
"ANKRD17",6.62015372654423e-06,1.69976974575548e-05,-1.13770092866616e-05,-3.55314455191547e-06
"CLIP2",1.14950603347097e-06,1.88391713891178e-05,-1.90063801710494e-05,8.97537483979249e-06
"NLRP4",-2.33613673117361e-06,1.38806681206916e-05,7.26825101082795e-06,-5.96606241742847e-06
"BCL6",-1.05729968709056e-05,3.85054227081127e-06,1.60187173605664e-05,-3.6321512197901e-06
"FOXR2",-5.22048594575608e-06,-1.86124671017751e-05,-6.94207346896292e-06,4.18879335484235e-06
"EHD3",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"ZMIZ1",2.57403462455841e-06,9.30077931116102e-06,-4.90005913889036e-06,3.81215909328603e-06
"ITIH6",2.90995285467943e-06,-1.50120549733401e-05,7.02759552950738e-06,2.39812634390546e-05
"ANK3",1.78835273345612e-06,-3.76717207473121e-06,-2.65038738689327e-06,-1.88681553936476e-06
"MYO1A",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"ABCA7",-8.50547439767979e-06,4.21403183281654e-06,3.12380166178627e-06,-2.47430421040917e-06
